0.0096,0.014,0.0168,0.014,0.0096
0.014,0.0301,0.0547,0.0301,0.014
0.0168,0.0547,0.4431,0.0547,0.0168
0.014,0.0301,0.0547,0.0301,0.014
0.0096,0.014,0.0168,0.014,0.0096
